" was not delivered nor scanned","Nebylo doručeno nebo naskenováno"
"1 Day Freight","Dodání do druhého dne"
"2 Day Freight","Dodání do dvou dnů"
"2nd Day Air","Dva dny letecky"
"2nd Day Air AM","Dva dny letecky - AM"
"2nd Day Air AM Letter","Dva dny letecky - AM dopis"
"2nd Day Air Letter","Dva dny letecky - dopis"
"3 Day Freight","Dodání do tří dnů"
"3 Day Select","Dodání do tří dnů"
"Access ID","Přístupové ID"
"Access License Number","Přístupové licenční číslo"
"Account ID","ID účtu"
"Account Number","Číslo účtu"
"Additional Protection Configuration Value","Nastavení dalších hodnot ochrany"
"Additional Protection Enabled","Zapnout další ochranu"
"Additional Protection Min Subtotal","Minimální částka pro další ochranu"
"Additional Protection Value","Hodnota další ochrany"
"Additional Protection Value Rounding Method","Zaokrouhlovací metoda další ochrany"
"Adult Signature Required","Povinný podpis dospělého"
"Allowed Methods","Povolené způsoby"
"Business Service Center","Centrum podnikatelských služeb"
"Calculate Handling Fee","Výpočet balného"
"Canada Standard","Standard Kanada"
"Cannot retrieve shipping rates","Sazby přepravného nelze načíst"
"Centimeters","Centimetry"
"Commercial","Obchodní"
"Configuration","Nastavení"
"Container","Kontejner"
"Customer Packaging","Zákaznické balení"
"Customer Supplied Package","Zákazníkem dodaný balík"
"DHL service is not available at %s date","Služba DHL není k dispozici v %s"
"Debug","Ladící režim"
"Default Package Height","Výchozí výška balíku"
"Default Package Length","Výchozí délka balíku"
"Default Package Width","Výchozí šířka balíku"
"Delivered","Dodaný"
"Delivery Confirmation","Potvrzení doručení"
"Depth","Hloubka"
"Destination Type","Cílová oblast"
"Development","Vývoj"
"Direct","Přímé"
"Displayed Error Message","Zobrazená chybová zpráva"
"Divide Order Weight","Rozdělení hmotnosti objednávky"
"Documents","Dokumenty"
"Domestic Shipment Days","Den dodání v tuzemsku"
"Drop Box","Poštovní schránka"
"Dropoff","Vyzvednutí"
"Empty response","Žádná odpověď"
"Enable Negotiated Rates","Zapnout sjednané sazby"
"Enabled for Checkout","Zapnuto v pokladně"
"Error #%s : %s (%s)","Chyba #%s: %s (%s)"
"Error #%s: %s","Chyba #%s: %s"
"Europe First Priority","Nejdůležitější evropský cíl"
"Express","Spěšně"
"Express 10:30 AM","Spěšně 10:30 dopoledne"
"Express Saturday","Spěšně v sobotu"
"Express Saver","Spěšný šetřič"
"FedEx Envelope","FedEx obálka"
"FedEx Pak","FedEx balík"
"FedEx Tube","FedEx roura"
"First Overnight","Přes noc"
"Flat","Plochý"
"Flat-Rate Box","Paušální sazba Box"
"Flat-Rate Envelope","Plochá obálka"
"Free Method","Bezplatný způsob"
"Gateway URL","URL brány"
"Gateway XML URL","URL XML brány"
"Gift","Dárek"
"Girth","Obvod"
"Ground","Pozemní"
"Ground Commercial","Obchodní místo"
"Ground Residential","Domácnost"
"Handling Applied","Balné použít"
"Handling Fee","Balné"
"Height","Výška"
"Home Delivery","Doručení domu"
"Inches","Palce"
"Indirect","Nepřímé"
"International Economy","Mezinárodní ekonomické"
"International Express","Mezinárodní spěšně"
"International First","Nejprve mezinárodně"
"International Priority","Mezinárodní priorita"
"International Shipment Days","Mezinárodní dny dodání"
"Intl Economy Freight","Ekonomická mezinárodní doprava"
"Intl Priority Freight","Preferovaná mezinárodní doprava"
"Key","Klíč"
"Kilograms","Kilogramy"
"Large","Velká"
"Length","Délka"
"Letter","Dopis"
"Live","Ostrý provoz"
"Machinable","Strojově zpracovatelný"
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","Maximální hmotnost balení (maximální podporovanou přepravní hmotnost konzultujte přímo s přepravcem)"
"Merchandise","Zboží"
"Meter Number","Pořadové číslo"
"Minimum Package Weight (Please consult your shipping carrier for minimum supported shipping weight)","Minimální hmotnost balení (minimální podporovanou přepravní hmotnost konzultujte přímo s přepravcem)"
"Mode","Režim"
"Next Afternoon","Další odpoledne"
"Next Day Air","Zítra letecky"
"Next Day Air Early AM","Další den letecky - ranní AM"
"Next Day Air Early AM Letter","Další den letecky - ranní AM - dopis"
"Next Day Air Intra (Puerto Rico)","Další den letecky vnitrostátně (Puerto Rico)"
"Next Day Air Letter","Další den letecky - dopis"
"Next Day Air Saver","Další den úsporně letecky"
"Next Day Air Saver Letter","Další den úsporně letecky - dopis"
"No","Ne"
"No packages for request","Požadavku nevyhovují žádné zásilky"
"Non Documents","Žádné dokumenty"
"Non documents","Žádné dokumenty"
"Non-rectangular","Neobdélníková"
"None","Nic"
"Not Required","Nepovinný"
"Order","Objednávka"
"Order #%s","Objednávka %s"
"Origin of the Shipment","Původ zásilky"
"Other","Ostatní"
"Others","Ostatní"
"Package","Balíček"
"Package Description","Popis balíku"
"Packages Request Type","Způsob požadovaného balení"
"Packaging","Balení"
"Pallet","Paleta"
"Parcel","Balík"
"Password","Heslo"
"Pickup Method","Způsob vyzvednutí"
"Please make sure to use only digits here. No dashes are allowed.","Zkontrolujte, zda jsou použity pouze číslice. Pomlčky nejsou povoleny."
"Pounds","Libry"
"Priority Mail","Prioritní mail"
"Priority Overnight","Priorita přes noc"
"Receiver","Příjemce"
"Rectangular","Obdélníková"
"Regular","Běžný"
"Regular Pickup","Správná dodávka"
"Request Courier","Požadavek kurýra"
"Required","Povinný"
"Residential","Rezidenční"
"Residential Delivery","Osobní doručení"
"Response is in the wrong format","Odpověď je v nesprávném formátu"
"Return","Vratka"
"Round","Pozemní"
"Sample","Ukázka"
"Sandbox Mode","Režim izolovaného prostoru"
"Second Day Service","Doručit druhý den"
"Secure Gateway URL","Zabezpečená URL brány"
"Sender","Odesílatel"
"Service type does not match","Typ služby se neshoduje"
"Ship to Applicable Countries","Doručení do dostupných zemí"
"Ship to Specific Countries","Doručení do zvolených zemí"
"Shipment Contains Hazardous Materials","Zásilka obsahuje nebezpečný materiál"
"Shipment Dutiable","Zásilka podléhající clu"
"Shipment Duty Payment Type","Typ proclení zásilky"
"Shipment is not available.","Zásilka není dostupná."
"Shipment picked up","Dodávka zásilky"
"Shipper Number","Číslo přepravce"
"Show Method if Not Applicable","Zobrazit způsob, i když není použitelný"
"Signature Required","Povinný podpis"
"Size","Velikost"
"Sort Order","Řadit podle"
"Specific","Konkrétní"
"Standard Overnight","Standardně přes noc"
"Station","Stanice"
"Subtotal","Mezisoučet"
"Subtotal With Discount","Celkem po slevě"
"The field is applicable if the Smart Post method is selected.","Tento údaj je použitelný, pouze je-li zvolen způsob Smart Post."
"The response is in wrong format.","Odpověď má nesprávný formát."
"There is no available method for selected shipping address.","Není dostupná metoda doručení pro vybranou adresu."
"There is no items in this order","V této objednávce nejsou žádné položky"
"Third Party","Třetí strana"
"Title","Název"
"Tracking XML URL","URL sledovacího XML"
"UPS Expedited","UPS Rychlé"
"UPS Express Early A.M.","UPS Spěšné - ranní AM"
"UPS Express Plus","UPS Spěšné plus"
"UPS Ground","UPS Pozemní"
"UPS Letter Envelope","UPS Dopisní obálka"
"UPS Next Day Air","UPS další den letecky"
"UPS Next Day Air Early A.M.","UPS další den letecky - ranní doručení"
"UPS Next Day Air Saver","UPS další den úsporně letecky"
"UPS Saver","UPS úsporně"
"UPS Second Day Air","UPS druhý den letecky"
"UPS Second Day Air A.M.","UPS druhý den letecky"
"UPS Three-Day Select","UPS dodání třetí den"
"UPS Today Dedicated Courrier","UPS dodání dnes kurýrem"
"UPS Today Express","UPS dnes expres"
"UPS Today Express Saver","UPS dnes expres úsporně"
"UPS Today Intercity","UPS dnes po městě"
"UPS Today Standard","UPS dnes standardně"
"UPS Tube","UPS tuba"
"UPS Type","Druh UPS"
"UPS Worldwide 10 kilo","UPS celosvětově do 10 kilo"
"UPS Worldwide 25 kilo","UPS celosvětově do 25 kilo"
"UPS Worldwide Expedited","UPS expedováno po celém světě"
"UPS Worldwide Express","UPS celosvětově expres"
"UPS Worldwide Express Plus","UPS celosvětově expres plus"
"UPS Worldwide Express PlusSM","UPS celosvětově expres plusSM"
"Unable to retrieve tracking","Sledování nelze načíst"
"Unknown error","Neznámá chyba"
"User ID","ID uživatele"
"Variable","Proměnná"
"Weight Unit","Jednotka hmotnosti"
"Width","Šířka"
"Worldwide Expedited","Celosvětová expedice"
"Worldwide Express","Celosvětově expres"
"Worldwide Express Letter","Celosvětově expres dopis"
"Worldwide Express Plus","Celosvětově expres plus"
"Worldwide Express Plus Letter","Celosvětově expres plus dopis"
"Worldwide Express Saver","Celosvětově expres úsporně"
"Yes","Ano"
"Your Packaging","Vaše balení"
"inch","palec"
