"Alert Email Sender","Remitente de correo electrónico de aviso"
"Click here not to receive alerts for this product","Prema aquí para non recibir avisos para este produto"
"Error Email Recipient","Destinatario do correo de erro"
"Error Email Sender","Remitente do correo de erro"
"Error Email Template","Modelo de correo de erro"
"Frequency","Frecuencia"
"Price:","Prezo:"
"Product Alerts","Avisos de produto"
"Product Alerts Run Settings","Configuracións de execución de avisos de produto"
"Product alerts Cron error","Erro de Cron nos avisos de produtos"
"Product price alert","Aviso do prezo do produto"
"Product stock alert","Aviso da dispoñibilidade do produto"
"Regular Price:","Prezo fixo:"
"Sign up for price alert","Subscribirse ao aviso de prezo"
"Sign up to get notified when this product is back in stock","Subscribirse para ser avisado cando este produto estea dispoñible"
"Special price:","Prezo especial:"
"Start Time","Hora de inicio"
"Unsubscribe from all price alerts","Darse de baixa de todos os avisos de prezo"
"Unsubscribe from all stock alerts","Darse de baixa de todos os avisos de dispoñibilidade"
"You are receiving this notification because you subscribed to receive alerts when the following products are back in stock:","Está a recibir está notificación porque está subscrito a recibir avisos cando estes produtos están dispoñibles:"
"You are receiving this notification because you subscribed to receive alerts when the prices for the following products changed:","Está a recibir está notificación porque está subscrito a recibir avisos cando cambian os prezos destes produtos:"
