"A block identifier with the same properties already exists in the selected store.","中所选商店已存在具有相同属性的块标识符。"
"Action","操作"
"Add New Block","添加新的模块"
"Add New Page","添加新页面"
"All Countries","所有国家"
"Anchor Custom Text","自定义文本锚点"
"Anchor Custom Title","自定义标题锚点"
"Block","模块"
"Block Information","块信息"
"Block Title","模块标题"
"CMS","CMS页面链接内联摸板"
"CMS Home Page","CMS 的主页"
"CMS No Cookies Page","CMS 没有饼干页"
"CMS No Route Page","CMS 无路由页面"
"CMS Page","CMS 页面"
"CMS Page Link","CMS 页面链接"
"CMS Page Link Block Template","CMS 页面链接块模板"
"CMS Page Link Inline Template","CMS 页面链接内联模板"
"CMS Static Block","CMS 静态模块"
"CMS Static Block Default Template","CMS 静态块默认模板"
"Collapse All","全部折叠"
"Content","内容"
"Content Heading","内容标题"
"Content Management","内容管理"
"Contents of a Static Block","静态的模块的内容"
"Custom Design","自定义设计"
"Custom Layout","自定义布局"
"Custom Theme","自定义主题"
"Customer Tax Class Information","顾客税种信息"
"Date Created","创建日期"
"Delete Block","删除模块"
"Delete File","删除文件"
"Delete Folder","删除文件夹"
"Delete Page","删除页面"
"Description","描述"
"Design","设计"
"Disabled","禁用"
"Disabled Completely","完全禁用"
"Disabled by Default","默认为禁用"
"Edit Block","编辑模块"
"Edit Block '%s'","编辑区块：'%s'"
"Edit Page","编辑页"
"Edit Page '%s'","编辑页面：'%s'"
"Enable WYSIWYG Editor","启动WYSIWYG编辑器"
"Enabled","启动"
"Enabled by Default","默认情况下启用"
"Expand All","全部展开"
"General Information","常规信息"
"Go to Home Page","前往主页"
"Home","首页"
"ID","编号ID"
"Identifier","标识符"
"If empty, the Page Title will be used","如果为空，将使用页面标题"
"Insert File","插入文件"
"Keywords","关键字"
"Last Modified","最后修改"
"Layout","布局"
"Layout Update XML","布局更新 XML"
"Link to a CMS Page","CMS 页面的链接"
"Media Gallery","媒体库"
"Media Storage","多媒体储存"
"Meta Data","Meta数据（用于SEO优化）"
"Meta Description","Meta 描述"
"Meta Keywords","Meta 关键字"
"New Block","新的模块"
"New Folder Name:","新文件夹的名称:"
"New Page","新页面"
"No files found","找不到文件"
"Page Information","页面信息"
"Page Status","页面状态"
"Page Title","页面标题"
"Pages","页面"
"Product Tax Class Information","商品税种信息"
"Redirect to CMS-page if Cookies are Disabled","如果禁用了 Cookie 到 CMS 页面重定向"
"Save Block","储存区块"
"Save Page","保存页面"
"Select Block...","选择模块..."
"Select Page...","选择页面..."
"Show Breadcrumbs for CMS Pages","CMS 页面显示痕迹"
"Show Notice if JavaScript is Disabled","如果禁用 JavaScript 的显示通知"
"Static Blocks","静态块"
"Status","状态"
"Storage Root","存储根"
"Store View","商店界面"
"Template","模板"
"The page has been deleted.","该页面已被删除。"
"This block no longer exists.","此模块不再存在。"
"This page no longer exists.","本页面不再存在。"
"Title","标题"
"URL Key","网址"
"WYSIWYG Options","WYSIWYG的选项"
"px.","全部展开"
