"(Make sure you keep it in a safe place.)","(請保存在安全的地方。) "
"(Optional. Leave blank for no prefix)","(可選，留空為不要前綴) "
"(ver. %s)","(版本%s) "
"After successfull installation please click the button below.","成功安裝後，請點下面的按鈕。 "
"Alternatively you could try the 'Manual Downloads and Upgrades' method.","您也可以試試'手工下載和升級'。 "
"Base URL","基礎網址"
"Before you continue to your store, please make a note of your encryption key (Magento uses it to encrypt passwords, credit cards and more).","在轉到您的商店前，請記下您的密鑰(Magento用於加密密碼、信用卡號等)。 "
"Check out our","看看"
"Check this box only if it is not possible to automatically validate Secure URL, for example if HTTP authentication is required.","僅當無法自動校驗安全網址時，才選擇該方框。例如，如果需要HTTP認證。 "
"Choose this if you would like to test frontend and backend functionality.","如果您想測試前台和後台功能，選擇該項。 "
"Configuration","配置"
"Confirm Password","確認密碼"
"Connection","連接"
"Continue","繼續"
"Continue After Manual Download","下載文檔後繼續"
"Continue Full Download / SVN Installation","完整下載/ SVN安裝"
"Create Admin Account","創建管理員帳號"
"Currently this is the most stable state available for Magento packages.","這是目前最穩定的Magento安裝包。 "
"Database","資料庫"
"Database Connection","數據庫連接"
"Database Name","數據庫名"
"Database host","數據庫主機"
"Database user name","數據庫用戶名"
"Database user password","數據庫密碼"
"Default Currency","缺省貨幣"
"Download","下載"
"Download Magento Core Modules and Updates","下載Magento核心模塊並更新"
"Downloading and installing Magento, please wait...","正在下載和安裝Magento，請稍候... "
"Email","電郵"
"Email Address","電子郵件地址"
"Enable Charts","啟用圖表"
"Enable this option only if you have SSL available.","僅當您有SSL時，打開該選項。 "
"Encryption Key","加密金鑰"
"First Name","名字"
"Full Download / SVN Installation","完全下載/ SVN安裝"
"Get ready to experience Open-Source eCommerce Evolved.","準備好體驗開源電子商務。 "
"Go to Backend","轉到後台"
"Go to Frontend","轉到前台"
"Having trouble installing Magento?","安裝Magento有問題嗎？ "
"Help Us to Keep Magento Healthy","幫助我們改善Magento "
"Host","主機"
"If you are a developer and would like to have the latest public updates, choose this option.","如果您是程序員，希望獲得最新更新，請選擇該項"
"If you are running PHP as CGI, your PHP processes may run under the same user as the user you used when uploading Magento files.","如果以CGI方式運行PHP，您的PHP進程用戶可能於您上傳Magento文件的用戶名一樣。 "
"If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation.","如果您不希望或無法設置Magento目錄可從網絡寫入，也可以使用Magento安裝根目錄下的PEAR可執行程序。 "
"If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below.","如果您下載了完全版，或通過SVN安裝Magento，請點下面的按鈕跳過包安裝和驗證。 "
"If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files.","如果希望通過網頁管理Magento安裝包，所有Magento目錄和文件權限都必須設置網頁可寫權限。 "
"If your server is running on MS Windows, most probably you will not need to change anything.","如果您使用MS Windows服務器，通常不需要任何修改。 "
"In other cases you will need to make Magento files writeable for the user that the web server process is running under.","否則需要修改Magento文件，允許網站訪問者帳戶寫入。 "
"Installation","安裝"
"Installation Guide","安裝指南"
"Last Name","姓氏"
"Locale","語言"
"Locale settings","本地化設置"
"Localization","本地化"
"Login Information","登錄信息"
"Magento","Magento "
"Magento uses this key to encrypt passwords, credit cards and more. If this field is left empty the system will create an encryption key for you and will display it on the next page.","Magento使用該密鑰加密密碼、信用卡及其它信息。如果該欄目留空，系統將自動生成密鑰，並在下個頁面顯示。 "
"Manual Downloads and Upgrades","手工下載和升級"
"PHP Extension '%s' loaded","PHP的擴展'%s'已加載"
"Package Management through the Web","通過網頁管理安裝包"
"Password","密碼"
"Password Confirmation","密碼確認"
"Personal Information","個人信息"
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","請確認<code>mod_rewrite</code>已在Apache配置中打開。 "
"Please note that it is much less stable than beta.","請注意這比Beta版本更不穩定。 "
"Please set all required settings before clicking Continue","點繼續前請設置好所有必須的選項"
"Preferred stability: %s","希望的穩定性：%s "
"Proceed With Automatic Download (%s)","繼續自動下載(%s) "
"Provide a complete base URL for SSL connection. For example: %s","提供SSL鏈接的完整的基準網址。例如：%s "
"Report All Bugs","報告所有錯誤"
"Required Fields","必填欄目"
"Run admin interface with SSL","管理界面採用SSL "
"Run this in your shell from Magento root folder:","在Magento的根目錄，從命令行運行： "
"Secure Base URL","加密的基礎網址"
"Setting preferred state to: %s","設置首選省份為：%s "
"Skip Secure URL validation before next step","進行下一步前，忽略安全網址校驗"
"Tables Prefix","數據表前綴"
"Time Zone","時區"
"Use Secure URLs (SSL)","使用安全網址(SSL) "
"Use Web Server (Apache) Rewrites","使用服務器(Apache)網址重寫"
"User Name","使用者名稱"
"User Password","使用者密碼"
"Username","帳號"
"Web access options","網頁存取選項"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","可以打開這個選項，使用服務器網址重寫，加強搜索引擎優化。 "
"You're All Set","全部完成"
